0.00000000E+00     0.00000000E+00
1.00000001E-07     7.57190249E-03
2.87500001E-07     2.17692135E-02
7.09375001E-07     5.37131343E-02
1.65859376E-06     1.25586807E-01
3.79433595E-06     2.87301827E-01
8.59975626E-06     6.51156836E-01
1.94119511E-05     1.46981144E+00
4.37393901E-05     3.31168735E+00
9.84761282E-05     7.45541727E+00
2.21633789E-04     1.67763255E+01
4.98738489E-04     3.77358024E+01
9.98132746E-04     7.54647859E+01
1.49813271E-03     1.13115931E+02
1.99813279E-03     1.42669958E+02
2.49813288E-03     1.49076319E+02
2.99813272E-03     1.49351194E+02
3.49813281E-03     1.49044410E+02
3.99813289E-03     1.48691118E+02
4.49813297E-03     1.48334506E+02
4.99813259E-03     1.47978141E+02
5.49813267E-03     1.47622396E+02
5.99813275E-03     1.47267385E+02
6.49813283E-03     1.46913189E+02
6.99813291E-03     1.46559882E+02
7.49813300E-03     1.46207533E+02
7.99813308E-03     1.45856203E+02
8.49813316E-03     1.45505952E+02
8.99813231E-03     1.45156833E+02
9.49813239E-03     1.44808898E+02
9.99813247E-03     1.44462191E+02
1.04981326E-02     1.44116755E+02
1.09981326E-02     1.43772631E+02
1.14981327E-02     1.43429853E+02
1.19981328E-02     1.43088455E+02
1.24981329E-02     1.42748466E+02
1.29981330E-02     1.42409912E+02
1.34981330E-02     1.42072818E+02
1.39981331E-02     1.41737204E+02
1.44981332E-02     1.41403089E+02
1.49981324E-02     1.41070488E+02
1.54981324E-02     1.40739418E+02
1.59981325E-02     1.40409887E+02
1.64981335E-02     1.40081908E+02
1.69981327E-02     1.39755488E+02
1.74981318E-02     1.39430633E+02
1.79981329E-02     1.39107347E+02
1.84981320E-02     1.38785634E+02
1.89981330E-02     1.38465497E+02
1.94981322E-02     1.38146935E+02
1.99981332E-02     1.37829946E+02
2.04981323E-02     1.37514531E+02
2.09981333E-02     1.37200683E+02
2.14981325E-02     1.36888402E+02
2.19981335E-02     1.36577681E+02
2.24981327E-02     1.36268516E+02
2.29981337E-02     1.35960901E+02
2.34981328E-02     1.35654828E+02
2.39981320E-02     1.35350293E+02
2.44981330E-02     1.35047285E+02
2.49981321E-02     1.34745800E+02
2.54981332E-02     1.34445828E+02
2.59981323E-02     1.34147359E+02
2.64981333E-02     1.33850383E+02
2.69981325E-02     1.33554892E+02
2.74981335E-02     1.33260875E+02
2.79981326E-02     1.32968319E+02
2.84981336E-02     1.32677216E+02
2.89981328E-02     1.32387555E+02
2.94981319E-02     1.32099324E+02
2.99981330E-02     1.31812513E+02
3.04981321E-02     1.31527109E+02
3.09981331E-02     1.31243100E+02
3.14981341E-02     1.30960473E+02
3.19981314E-02     1.30679215E+02
3.24981324E-02     1.30399313E+02
3.29981335E-02     1.30120753E+02
3.34981345E-02     1.29843521E+02
3.39981318E-02     1.29567602E+02
3.44981328E-02     1.29292983E+02
3.49981338E-02     1.29019650E+02
3.54981311E-02     1.28747590E+02
3.59981321E-02     1.28476788E+02
3.64981331E-02     1.28207232E+02
3.69981341E-02     1.27938909E+02
3.74981314E-02     1.27671807E+02
3.79981324E-02     1.27405913E+02
3.84981334E-02     1.27141215E+02
3.89981344E-02     1.26877700E+02
3.94981317E-02     1.26615360E+02
3.99981327E-02     1.26354179E+02
4.04981337E-02     1.26094149E+02
4.09981310E-02     1.25835261E+02
4.14981321E-02     1.25577507E+02
4.19981331E-02     1.25320880E+02
4.24981341E-02     1.25065374E+02
4.29981314E-02     1.24810984E+02
4.34981324E-02     1.24557700E+02
4.39981334E-02     1.24305519E+02
4.44981344E-02     1.24054432E+02
4.49981317E-02     1.23804432E+02
4.54981327E-02     1.23555511E+02
4.59981337E-02     1.23307666E+02
4.64981310E-02     1.23060893E+02
4.69981320E-02     1.22815187E+02
4.74981330E-02     1.22570546E+02
4.79981340E-02     1.22326967E+02
4.84981313E-02     1.22084448E+02
4.89981323E-02     1.21842986E+02
4.94981334E-02     1.21602581E+02
4.99981344E-02     1.21363233E+02
5.00000007E-02     1.21362323E+02
